214 	 206 	 3.14 	 	 -1.57 	 	 0.00 
214 	 380 	 -2.62 	 	 -1.57 	 	 0.00 
214 	 386 	 -2.62 	 	 1.57 	 	 -0.52 
217 	 192 	 -2.62 	 	 1.05 	 	 -0.79 
217 	 218 	 -2.62 	 	 1.57 	 	 -0.52 
221 	 171 	 2.62 	 	 -1.57 	 	 0.00 
221 	 241 	 2.36 	 	 -2.09 	 	 0.00 
225 	 181 	 -2.62 	 	 1.57 	 	 -0.52 
229 	 169 	 -2.62 	 	 1.57 	 	 -0.79 
232 	 286 	 2.36 	 	 -2.09 	 	 0.00 
232 	 338 	 3.14 	 	 1.57 	 	 -0.79 
234 	 328 	 3.14 	 	 -1.05 	 	 0.79 
235 	 169 	 -2.36 	 	 1.57 	 	 -0.79 
236 	 152 	 2.62 	 	 1.05 	 	 -0.79 
241 	 290 	 2.62 	 	 -1.57 	 	 0.52 
243 	 188 	 2.62 	 	 -1.57 	 	 0.00 
245 	 260 	 2.36 	 	 -2.09 	 	 0.00 
249 	 316 	 2.36 	 	 -2.36 	 	 0.00 
253 	 189 	 3.14 	 	 1.05 	 	 -0.52 
254 	 328 	 2.62 	 	 -1.57 	 	 0.00 
260 	 330 	 2.62 	 	 -1.05 	 	 0.79 
261 	 166 	 2.36 	 	 -1.57 	 	 0.00 
262 	 137 	 2.36 	 	 -1.05 	 	 0.52 
263 	 241 	 3.14 	 	 -2.09 	 	 0.00 
264 	 218 	 3.14 	 	 1.57 	 	 -0.52 
264 	 268 	 2.62 	 	 1.05 	 	 -0.79 
267 	 152 	 3.14 	 	 1.57 	 	 -0.52 
267 	 340 	 -2.62 	 	 2.09 	 	 0.00 
273 	 295 	 3.14 	 	 1.57 	 	 -0.79 
275 	 255 	 2.62 	 	 -1.57 	 	 0.00 
277 	 213 	 3.14 	 	 0.52 	 	 -0.79 
282 	 348 	 2.36 	 	 -1.57 	 	 0.00 
283 	 216 	 3.14 	 	 1.57 	 	 -0.79 
289 	 233 	 2.62 	 	 -1.57 	 	 0.00 
290 	 274 	 3.14 	 	 1.57 	 	 -0.79 
292 	 328 	 -2.62 	 	 2.09 	 	 -0.79 
292 	 359 	 2.36 	 	 -2.36 	 	 -1.05 
293 	 308 	 2.62 	 	 -1.05 	 	 0.79 
294 	 265 	 2.62 	 	 -2.09 	 	 0.00 
295 	 294 	 2.62 	 	 0.79 	 	 -0.79 
298 	 180 	 2.36 	 	 -1.57 	 	 0.00 
298 	 313 	 2.62 	 	 -1.57 	 	 0.00 
299 	 366 	 2.62 	 	 1.05 	 	 -1.05 
300 	 336 	 -2.62 	 	 2.09 	 	 -0.52 
303 	 239 	 3.14 	 	 1.05 	 	 -0.52 
304 	 202 	 2.36 	 	 -2.36 	 	 -0.52 
307 	 227 	 3.14 	 	 0.79 	 	 -0.79 
307 	 271 	 2.36 	 	 0.79 	 	 -0.79 
313 	 218 	 2.62 	 	 -2.09 	 	 0.52 
316 	 307 	 2.36 	 	 -2.09 	 	 -0.52 
317 	 355 	 2.62 	 	 0.79 	 	 -0.79 
323 	 162 	 3.14 	 	 1.05 	 	 -0.79 
323 	 312 	 2.36 	 	 -2.36 	 	 -0.79 
324 	 251 	 2.62 	 	 -2.09 	 	 -0.52 
325 	 232 	 -2.62 	 	 1.05 	 	 -0.79 
327 	 371 	 2.09 	 	 -1.05 	 	 0.00 
331 	 202 	 3.14 	 	 0.79 	 	 -0.79 
336 	 273 	 3.14 	 	 1.05 	 	 0.00 
336 	 371 	 3.14 	 	 1.05 	 	 -0.79 
337 	 195 	 3.14 	 	 -2.09 	 	 0.00 
340 	 376 	 -2.36 	 	 2.09 	 	 0.00 
342 	 143 	 3.14 	 	 1.57 	 	 -0.79 
346 	 211 	 2.62 	 	 1.05 	 	 -0.52 
350 	 417 	 3.14 	 	 1.05 	 	 -1.05 
352 	 384 	 2.62 	 	 0.79 	 	 -0.79 
355 	 151 	 2.62 	 	 1.05 	 	 -0.52 
355 	 217 	 2.62 	 	 -2.09 	 	 0.00 
358 	 255 	 2.62 	 	 1.05 	 	 -0.79 
361 	 186 	 3.14 	 	 -1.57 	 	 0.79 
366 	 278 	 2.62 	 	 -1.57 	 	 0.00 
368 	 318 	 -2.36 	 	 2.09 	 	 -0.52 
369 	 158 	 3.14 	 	 -1.57 	 	 0.00 
371 	 363 	 2.36 	 	 -1.57 	 	 0.52 
373 	 266 	 3.14 	 	 1.05 	 	 -0.79 
373 	 322 	 2.36 	 	 -2.36 	 	 -0.52 
374 	 380 	 3.14 	 	 1.05 	 	 0.00 
383 	 410 	 2.09 	 	 -1.05 	 	 0.00 
384 	 311 	 2.36 	 	 -2.36 	 	 -0.52 
385 	 321 	 -2.36 	 	 1.57 	 	 0.00 
